Date, Time, element 1,element 2,element 3,element 4,element 5,element 6,element 7,element 8,element 9,element 10,element 11,element 12,element 13,element 14,element 15,
08/21/2009, 03:05 AM,1033.79042641945,24891.278684134,16268.669926836,34908.8183976644,39744.5463165404,50463.8571750649,26605.83487085,26442.4444574505,48992.5132624691,33897.1450316001,6481.97944439943,31010.6951108592,26965.4979862699,27469.8968113567,27145.1956990625,
08/21/2009, 03:10 AM,1032.93282753628,26233.8542067696,17546.394873303,35522.5269190884,39198.0365919584,50896.5267956732,25436.4722794772,24553.9995816234,48164.4418509631,34737.3469630331,6500.02472953519,29213.3736586292,21392.9510193618,26889.3036878378,29204.1687623895,
08/21/2009, 03:15 AM,1032.93398448134,27336.6886818723,18685.5627264353,35967.7138790022,38835.0622858432,51209.3934997951,24474.259784361,23180.7712747989,47617.8163885721,35265.106862433,6510.6590493225,27810.6370175201,17364.1889339862,26467.6763854354,30988.8501000399,
08/21/2009, 03:20 AM,1032.9351052853,28160.3396365226,19650.652588109,36297.2505357345,38586.3782515795,51434.7896155609,23755.089447931,22161.5851081334,47255.7708300035,35592.68769623,6517.09330047983,26773.9158459877,14365.9983322848,26152.7729495165,32407.7540221369,
08/21/2009, 03:25 AM,1032.93619143823,28792.3242752533,20400.2916293178,36546.4302170596,38418.9843063766,51594.3028517502,23203.6279866249,21394.7837658166,47019.2201127187,35799.5920857161,6520.86807508499,25974.196281143,12073.4978136896,25921.6236656114,33479.9822814795,
08/21/2009, 03:30 AM,1032.93724435418,29285.0632175285,20985.4586346634,36729.4793501847,38306.3016978182,51708.421437881,22773.4386905366,20837.81025916,46859.5575965577,35928.2208247859,6523.28596151205,25351.1382668592,10361.2417880422,25753.5771857063,34329.2097686919,
08/21/2009, 03:35 AM,1032.93826537582,29678.59609555,21451.8622528737,36866.355260447,38230.1561190937,51789.2055538036,22429.8939055575,20421.6984575242,46752.8172783605,36010.3929906781,6524.70642203034,24861.0953325789,9085.72203325648,25630.3462748489,34998.9119999824,
08/21/2009, 03:40 AM,1032.93925577861,29988.0851358167,21827.9609301064,36968.1299606311,38178.7390002855,51846.666564291,22159.5944625643,20113.3740394718,46682.7857868812,36065.5657716785,6525.27762867955,24481.7954395682,8130.38407713006,25540.8172919447,35543.6120005182,
08/21/2009, 03:45 AM,1032.94021677495,30225.4774822145,22135.561448394,37043.2198804028,38144.0179515684,51887.8526756686,21952.3413771767,19886.5352866802,46635.5397599203,36095.5445148861,6525.28679634909,24187.6951608326,7421.42469515659,25475.7053193499,35977.625568711,
08/21/2009, 03:50 AM,1032.94114951777,30412.9400251973,22383.3172340267,37098.9342551988,38119.4182701926,51917.3033102301,21788.446524007,19718.0413932704,46601.512887053,36103.0237258614,6525.29557039057,23959.4843411746,6896.69610173438,25427.8461551356,36315.4225618318,
08/21/2009, 03:55 AM,1032.94205510403,30560.3082627311,22579.0599998855,37140.5007233436,38102.0589028236,51938.1653619419,21659.6050624759,19592.5891205981,46580.5187824455,36103.0328060769,6525.30397304465,23784.3955722089,6503.6334816036,25392.7582422583,36586.1679160243,
08/21/2009, 04:00 AM,1032.94293457798,30674.8615504975,22737.2677959278,37171.4293686224,38091.5433576245,51953.125759828,21559.462581401,19499.3997220115,46570.5406368731,36103.0414594123,6525.31202500138,23649.3935132659,6210.21865623785,25367.1357484829,36801.9978217825,
08/21/2009, 04:05 AM,1032.94378893414,30763.1753066505,22864.9546090533,37194.3308129898,38087.0613978596,51964.478773232,21482.2960515651,19430.6412822341,46570.5429497447,36103.0497122566,6525.3197455283,23543.9222267637,5989.77807657456,25348.5267629274,36971.8043682475,
08/21/2009, 04:10 AM,1032.94461912011,30832.7635455831,22966.4904720623,37211.2053216644,38087.0803091478,51972.7247839755,21421.3888439187,19379.845425736,46570.5452054748,36103.0575889871,6525.32715258629,23461.7781796253,5825.7261593871,25334.5880038001,37104.7292694636,
08/21/2009, 04:15 AM,1032.94542603922,30887.700447534,23047.3809553072,37223.9777784967,38087.0983260371,51978.0466922297,21373.3194717757,19341.0621389317,46570.5474059312,36103.0651121511,6525.33426293466,23398.1945483461,5701.93851364565,25323.7120897783,37211.4774316367,
08/21/2009, 04:20 AM,1548.77227408091,30849.2662036072,22983.959738303,36915.9528894551,38429.9261963581,51980.7794048435,21382.8040142341,19344.7969238946,46357.0205672864,35848.3452573174,6303.66975592475,23619.0870031578,5604.76019499327,25504.3131197139,37071.8323064979,
08/21/2009, 04:25 AM,2512.17809386155,30644.1055895374,22651.1670344207,35951.0505037362,39534.7575906999,51980.9229492785,21491.5306652564,19427.2010926505,45663.3707075564,34974.5122268414,5552.78990502212,24378.8673985658,5529.4741493569,26079.8670509511,36475.0683637348,
08/21/2009, 04:30 AM,3057.80721361728,30180.4202568547,21941.5503464181,33921.4921020678,41651.42811304,51980.9314677766,21751.9525445448,19631.4691626614,44378.5135355365,33600.0704672676,4515.35828909681,25983.6206964557,5476.08038224642,27304.6138793976,35198.3652919624,
08/21/2009, 04:35 AM,3283.18859041416,29374.6047931763,20684.9995817755,30838.0586116901,44146.3678279123,51980.9395966388,22212.1057707316,19953.0935657711,42917.3041469724,32242.1220522613,3601.67806251952,28682.6422247286,5441.34467734866,29088.6610646776,32974.3106160562,
08/21/2009, 04:40 AM,3377.79523726964,28299.5325971454,18868.7495091768,27264.5881446676,46466.183524486,51980.9473593502,22829.6668833809,20330.8380625929,41614.9443868817,31196.2198803769,3011.6915034871,32197.9675141548,5424.85254442208,31070.7519198366,29869.3350916099,
08/21/2009, 04:45 AM,3416.91247759815,27085.3484734376,16678.8352044883,23696.1406033127,48303.9298295507,51980.9547776464,23529.4072465597,20705.7653223524,40633.2789496214,30574.6080937449,2675.02151133438,36040.9007884501,5424.85260534738,32975.3527297074,26268.6669957963,
08/21/2009, 04:50 AM,3433.55380496039,25863.6727222344,14347.0338307217,20552.819004298,49488.1261128776,51980.9618716681,24234.5327266589,21034.8386303978,40020.4288658804,30187.5996910824,2469.56855862724,39874.7668474245,5424.85266600925,34611.6481380006,22522.5201103211,
08/21/2009, 04:55 AM,3441.19163593515,24726.089241819,12018.1223575033,17979.1813189224,50279.2834233601,51980.9686601003,24892.4343816766,21301.7403117667,39616.1372640293,29939.9614335146,2348.01208324947,43336.8189637251,5424.85272640918,35870.5027689459,18894.6853703934,
08/21/2009, 05:00 AM,3443.20039403656,23724.4425447052,9858.84378908396,16138.0963556292,50825.8627856512,51980.9751602971,25472.4744208777,21490.5921716588,39340.113256794,29787.2025360066,2275.87944168045,46328.8999468157,5424.85278654871,36741.3927180629,15614.9342319188,
08/21/2009, 05:05 AM,3443.204897867,22900.1099740156,7932.55500600183,14802.577599955,51188.8994267045,51980.9813883943,25951.1070861711,21627.9216364891,39157.9047146058,29691.2514295035,2233.38945505974,48666.8139252448,5424.85284642932,37373.8339112716,12770.1525783624,
08/21/2009, 05:10 AM,3443.20907961393,22282.6736165336,6299.64208042703,13814.0099618645,51437.6401939912,51980.9873594105,26310.3863545956,21729.8463234119,39037.2229056938,29631.6965335706,2207.69816199383,50394.7000570564,5424.85290605248,37846.1892859905,10507.3021684448,
08/21/2009, 05:15 AM,3443.21296930498,21808.7388259001,5031.00568041359,13066.5126409668,51605.0862681107,51980.9930873397,26586.1188478846,21806.5320818215,38958.3727780279,29594.0827369382,2192.643071698,51727.5819793618,5424.85296541966,38192.9134168396,8795.80978848698,
08/21/2009, 05:20 AM,3443.21659354456,21439.2379131393,4040.10340056445,12517.4060521242,51717.8171933159,51980.9985852336,26801.2151121924,21862.234679908,38905.1520936612,29570.7007616768,2183.01375237949,52766.0267308115,5424.85302453233,38444.9833283701,7437.7734221013,
08/21/2009, 05:25 AM,3443.2199759722,21144.1399385435,3249.22524070177,12106.8178359411,51794.0078608963,51981.0038652773,26972.9890010695,21903.8508061345,38869.5721719388,29555.7652918476,2177.37240768807,53582.7786380772,5424.85308339195,38629.829875182,6366.48714121674,
08/21/2009, 05:30 AM,3443.2231376508,20912.072904754,2609.98881199007,11801.5317930138,51845.4672715997,51981.0089388576,27108.1401143633,21934.6879382339,38846.228546916,29545.7386428917,2175.12642668743,54214.9578932172,5424.85314199995,38764.1235204034,5495.19579214996,
08/21/2009, 05:35 AM,3443.22609739675,20734.0762679523,2087.15208722353,11576.2985464662,51880.228146925,51981.0138166252,27211.7679567459,21957.3762842109,38830.4800906059,29540.292576966,2175.12700409308,54705.1370062154,5424.85320035778,38861.7916417454,4800.99304669412,
08/21/2009, 05:40 AM,3443.22887206173,20593.5244156558,1666.04868785148,11409.1903363636,51904.8654661108,51981.0185085508,27293.7166059845,21974.2299546725,38819.1380279031,29538.9371894093,2175.12757452808,55085.4996732346,5424.85325846688,38933.5805431018,4260.7262225676,
08/21/2009, 05:45 AM,3443.23147677405,20483.0406975793,1333.36426425047,11284.5242442556,51922.2604796837,51981.0230239774,27358.1384913889,21986.779295521,38812.1402292966,29538.9398520299,2175.1281381042,55377.3249852542,5424.85331632864,38986.2125607708,3827.72873643856,
08/21/2009, 05:50 AM,3443.23392514605,20397.1656490718,1064.48520770324,11191.7700527082,51932.8098235062,51981.0273716663,27408.2108259302,21996.1021983969,38808.8144234925,29538.942436092,2175.12869493095,55602.3385838469,5424.85337394445,39024.646443701,3482.58271708368,
08/21/2009, 05:55 AM,3443.23622945299,20330.9677739608,847.487580753163,11123.0959466877,51937.3238713132,51981.031559841,27446.795130657,22002.981868289,38808.8154425763,29538.9449446575,2175.12924511569,55778.1337599866,5424.85343131572,39052.5600587077,3211.06127904398,
08/21/2009, 06:00 AM,3443.2384007877,20278.8115960492,674.94241247387,11072.5011906197,51937.3354723601,51981.0355962261,27477.2497263431,22008.065154038,38808.8164435558,29538.9473806408,2175.12978876365,55915.049779416,5424.85348844382,39073.4683289305,2998.53803508508,
08/21/2009, 06:05 AM,3443.24044919477,20237.6416109266,537.490212741124,11034.2111905276,51937.3465557968,51981.0394880831,27501.2853606864,22011.94706686,38808.8174268576,29538.9497468168,2175.13032597798,56021.0313847524,5424.85354533013,39089.7823267213,2827.88524245883,
08/21/2009, 06:10 AM,3443.24238378736,20205.3871198672,426.359011935517,11003.8467835665,51937.3571520325,51981.0432422435,27520.1127293051,22014.983713467,38808.8183928956,29538.9520458291,2175.13085685981,56102.7177019458,5424.85360197599,39101.5020521552,2692.02463915693,
