Simulation Time, PET[mm/day]
04/28/2009: 12:00 AM,2.08440358746514
04/29/2009: 12:00 AM,2.1969911923194
04/30/2009: 12:00 AM,1.78357925235916
05/01/2009: 12:00 AM,1.70195432612664
05/02/2009: 12:00 AM,1.40698749261836
05/03/2009: 12:00 AM,1.56452144300312
05/04/2009: 12:00 AM,1.24703601272756
05/05/2009: 12:00 AM,1.56083482617341
05/06/2009: 12:00 AM,1.50663387901998
05/07/2009: 12:00 AM,1.97746727303263
05/08/2009: 12:00 AM,2.10792315599559
05/09/2009: 12:00 AM,1.98939263128164
05/10/2009: 12:00 AM,1.9988228514346
05/11/2009: 12:00 AM,0.984562838770969
05/12/2009: 12:00 AM,1.95108259322263
05/13/2009: 12:00 AM,1.76988603172161
05/14/2009: 12:00 AM,1.83861201257967
05/15/2009: 12:00 AM,2.17279386906944
05/16/2009: 12:00 AM,1.93844474069418
05/17/2009: 12:00 AM,0.545817565915316
05/18/2009: 12:00 AM,1.91563818702804
05/19/2009: 12:00 AM,2.07397184576382
05/20/2009: 12:00 AM,2.26086656487208
05/21/2009: 12:00 AM,1.98958986449483
05/22/2009: 12:00 AM,1.96092462663003
05/23/2009: 12:00 AM,1.8026184313951
05/24/2009: 12:00 AM,1.81556814541682
05/25/2009: 12:00 AM,1.88159667715326
05/26/2009: 12:00 AM,1.68055083599797
05/27/2009: 12:00 AM,1.73265907368248
05/28/2009: 12:00 AM,1.98126231889655
05/29/2009: 12:00 AM,2.02037856004091
05/30/2009: 12:00 AM,2.41182512158851
05/31/2009: 12:00 AM,2.46351408567554
06/01/2009: 12:00 AM,2.68510263889525
06/02/2009: 12:00 AM,2.66306443968642
06/03/2009: 12:00 AM,2.50270517057412
06/04/2009: 12:00 AM,1.67339801590713
06/05/2009: 12:00 AM,1.9301750424223
06/06/2009: 12:00 AM,2.39433816740434
06/07/2009: 12:00 AM,2.29243160985058
06/08/2009: 12:00 AM,2.53502443694751
06/09/2009: 12:00 AM,2.69246072445907
06/10/2009: 12:00 AM,2.51746971757347
06/11/2009: 12:00 AM,2.46199799859246
06/12/2009: 12:00 AM,2.20681501435858
06/13/2009: 12:00 AM,2.24105038034833
06/14/2009: 12:00 AM,2.33944947653203
06/15/2009: 12:00 AM,2.4956770130133
06/16/2009: 12:00 AM,2.5928168292066
06/17/2009: 12:00 AM,2.54652602864423
06/18/2009: 12:00 AM,2.53918334036714
06/19/2009: 12:00 AM,2.84416472151452
06/20/2009: 12:00 AM,2.89144854296701
06/21/2009: 12:00 AM,2.4000603079078
06/22/2009: 12:00 AM,2.16183032400475
06/23/2009: 12:00 AM,2.56958039020678
06/24/2009: 12:00 AM,2.66706876451802
06/25/2009: 12:00 AM,2.62002272488305
06/26/2009: 12:00 AM,2.64858977532987
06/27/2009: 12:00 AM,2.73777571541109
06/28/2009: 12:00 AM,2.74899101817011
06/29/2009: 12:00 AM,2.33426516267863
06/30/2009: 12:00 AM,2.57964365976897
07/01/2009: 12:00 AM,2.47214880089239
07/02/2009: 12:00 AM,2.48532198910402
07/03/2009: 12:00 AM,2.30299533092792
07/04/2009: 12:00 AM,2.52024741962245
07/05/2009: 12:00 AM,1.7929311916203
07/06/2009: 12:00 AM,2.32806464134806
07/07/2009: 12:00 AM,2.26075702293688
07/08/2009: 12:00 AM,1.88724380775145
07/09/2009: 12:00 AM,1.99394794302602
07/10/2009: 12:00 AM,2.08948592352787
07/11/2009: 12:00 AM,2.34186533990953
07/12/2009: 12:00 AM,2.28123339411285
07/13/2009: 12:00 AM,2.06363584604712
07/14/2009: 12:00 AM,2.36078373708766
07/15/2009: 12:00 AM,2.32846041274776
07/16/2009: 12:00 AM,2.09110021407444
07/17/2009: 12:00 AM,2.29404751687688
07/18/2009: 12:00 AM,1.96434430553325
07/19/2009: 12:00 AM,2.02853409516145
07/20/2009: 12:00 AM,2.27050150486295
07/21/2009: 12:00 AM,2.28855159139455
07/22/2009: 12:00 AM,2.04824674087215
07/23/2009: 12:00 AM,2.29444796063066
07/24/2009: 12:00 AM,2.42538907101943
07/25/2009: 12:00 AM,2.62801756894197
07/26/2009: 12:00 AM,2.38246989460655
07/27/2009: 12:00 AM,2.51179267872138
07/28/2009: 12:00 AM,2.15039697958082
07/29/2009: 12:00 AM,1.8482789784156
07/30/2009: 12:00 AM,2.12994746540498
07/31/2009: 12:00 AM,1.39686734542099
08/01/2009: 12:00 AM,2.25275095111926
08/02/2009: 12:00 AM,1.76494962157395
08/03/2009: 12:00 AM,2.25933359936789
08/04/2009: 12:00 AM,2.41116454524346
08/05/2009: 12:00 AM,2.28352040857624
08/06/2009: 12:00 AM,2.31174056353858
08/07/2009: 12:00 AM,2.40670713127088
08/08/2009: 12:00 AM,2.28545056880233
08/09/2009: 12:00 AM,2.48815440805108
08/10/2009: 12:00 AM,2.50654458408577
08/11/2009: 12:00 AM,2.35654413312609
08/12/2009: 12:00 AM,1.74741424292561
08/13/2009: 12:00 AM,2.04668965706327
08/14/2009: 12:00 AM,2.0596606750961
08/15/2009: 12:00 AM,2.22906646447901
08/16/2009: 12:00 AM,2.01841251942912
08/17/2009: 12:00 AM,1.91187495653074
08/18/2009: 12:00 AM,1.9040343123141
08/19/2009: 12:00 AM,1.95259669573021
08/20/2009: 12:00 AM,1.74095018407553
08/21/2009: 12:00 AM,2.00124094207944
08/22/2009: 12:00 AM,1.60759998100423
08/23/2009: 12:00 AM,1.9522040623353
08/24/2009: 12:00 AM,1.80363966592989
08/25/2009: 12:00 AM,1.84735145586159
08/26/2009: 12:00 AM,2.14896647862937
08/27/2009: 12:00 AM,1.92179476895619
08/28/2009: 12:00 AM,1.14144134289649
08/29/2009: 12:00 AM,1.84718710172472
08/30/2009: 12:00 AM,1.67229282205035
08/31/2009: 12:00 AM,1.35984669746553
09/01/2009: 12:00 AM,1.44225475363875
09/02/2009: 12:00 AM,1.69831700407956
09/03/2009: 12:00 AM,1.79156189696074
09/04/2009: 12:00 AM,1.87800031635386
09/05/2009: 12:00 AM,1.94786400939563
09/06/2009: 12:00 AM,1.51491369670868
09/07/2009: 12:00 AM,1.81003078636964
09/08/2009: 12:00 AM,1.71836942109531
09/09/2009: 12:00 AM,1.58558222726229
09/10/2009: 12:00 AM,1.45164004554748
09/11/2009: 12:00 AM,1.61493344085401
09/12/2009: 12:00 AM,1.72917257434199
09/13/2009: 12:00 AM,1.7618112310534
09/14/2009: 12:00 AM,1.62863655854845
09/15/2009: 12:00 AM,1.10172175633923
09/16/2009: 12:00 AM,1.234588708756
09/17/2009: 12:00 AM,0.954776950252612
09/18/2009: 12:00 AM,1.14702955468675
09/19/2009: 12:00 AM,1.25577118584885
09/20/2009: 12:00 AM,0.561903218103283
09/21/2009: 12:00 AM,0.639167586970016
09/22/2009: 12:00 AM,1.37557933866719
09/23/2009: 12:00 AM,1.72007162373379
09/24/2009: 12:00 AM,1.66540420293535
09/25/2009: 12:00 AM,1.47284264760124
09/26/2009: 12:00 AM,0
09/27/2009: 12:00 AM,1.12582227249094
09/28/2009: 12:00 AM,1.6184714232125
09/29/2009: 12:00 AM,1.23124107814298
09/30/2009: 12:00 AM,1.43162735060955
10/01/2009: 12:00 AM,1.41270240209034
10/02/2009: 12:00 AM,0.997943043615134
10/03/2009: 12:00 AM,1.22231538926984
10/04/2009: 12:00 AM,1.22915295881082
10/05/2009: 12:00 AM,0.814236735344926
10/06/2009: 12:00 AM,1.17434233523872
10/07/2009: 12:00 AM,1.05212218431109
10/08/2009: 12:00 AM,1.45697710358762
10/09/2009: 12:00 AM,1.53113472292355
10/10/2009: 12:00 AM,0.642236997439438
10/11/2009: 12:00 AM,1.09050707074363
10/12/2009: 12:00 AM,0.577711790129692
10/13/2009: 12:00 AM,1.24631323275916
10/14/2009: 12:00 AM,0.547515763140719
10/15/2009: 12:00 AM,0.905540444929432
10/16/2009: 12:00 AM,0.79849094082441
10/17/2009: 12:00 AM,0.341499481161537
10/18/2009: 12:00 AM,0.543666529474591
10/19/2009: 12:00 AM,1.06477893503152
10/20/2009: 12:00 AM,1.26069498010474
10/21/2009: 12:00 AM,1.33196252748135
10/22/2009: 12:00 AM,1.17512395101802
10/23/2009: 12:00 AM,1.05201361011237
10/24/2009: 12:00 AM,0.863755995222157
10/25/2009: 12:00 AM,1.12945308356268
10/26/2009: 12:00 AM,1.09166259929169
10/27/2009: 12:00 AM,0.913622210748883
10/28/2009: 12:00 AM,1.17978377866065
10/29/2009: 12:00 AM,1.13777334112328
